age,income,balance,city,has_credit_card,target
46,45570,4020,A,1,1
39,49554,3161,A,1,1
42,36222,1989,A,1,1
30,54095,2325,B,0,1
35,65318,2443,B,1,1
50,17682,2605,A,1,0
33,55993,-738,A,1,1
62,68649,1548,A,1,1
59,41698,-227,A,1,1
61,64014,3917,A,1,0
79,106293,1909,B,1,1
19,47913,1710,A,1,1
72,57866,3345,B,1,0
52,35239,2633,B,1,1
59,53625,307,A,1,1
51,59205,1894,B,1,0
47,53897,1497,B,0,1
76,29606,-617,A,0,1
72,54127,965,C,1,1
30,79244,1725,A,1,0
30,58973,1828,C,0,0
35,69240,-223,B,0,1
49,45260,3727,B,0,0
49,64998,1847,C,1,1
52,55585,2056,C,1,1
76,30982,2601,B,0,0
56,56370,818,B,1,1
63,30166,2685,A,0,1
69,37342,1449,B,1,1
46,53787,655,A,1,0
79,55945,2860,A,1,1
66,26215,4238,C,0,0
46,71080,3087,A,0,0
79,61440,3384,A,1,0
70,35905,1219,B,0,0
61,19248,-396,A,1,0
74,47102,4235,A,1,0
33,41081,5082,B,1,0
73,52263,4314,B,1,1
61,42738,1496,B,0,1
64,9851,268,B,1,1
74,42233,401,B,1,1
27,43888,-526,B,0,1
47,62673,1839,A,1,0
42,36036,4409,B,1,0
56,83573,1788,C,1,1
37,11767,2453,A,0,0
22,76223,4063,A,1,1
18,45514,1394,A,1,1
47,67192,5053,B,0,0
66,51596,4988,A,1,1
20,72791,1803,B,1,1
62,42253,1134,C,1,1
31,28028,3046,B,1,0
73,78410,1479,A,1,1
47,47730,265,B,0,1
67,54431,3922,A,1,0
21,74695,3825,B,1,1
35,29361,2233,B,0,0
79,61910,106,A,1,1
54,38202,156,C,1,0
42,47357,2161,A,1,1
65,51446,1250,C,1,1
18,19996,1488,A,1,0
70,34423,3533,A,0,1
63,77021,3100,A,1,1
32,67724,4067,A,1,0
26,48747,514,B,0,1
32,54862,1485,B,0,1
66,44115,3138,B,1,1
74,77132,2672,A,1,0
41,45993,4299,A,0,0
21,54637,2631,B,0,0
29,72921,4772,A,0,1
76,34453,2810,B,1,1
75,81176,3593,B,0,1
54,19391,1515,A,1,1
78,82593,2021,B,0,1
54,42546,3366,B,1,1
60,45146,4419,B,1,0
77,12200,3094,A,1,0
23,40904,1875,A,1,1
56,29204,4066,A,0,0
73,37847,-1288,A,1,1
63,47254,-133,A,0,1
41,69156,3022,C,1,1
28,54152,2021,B,0,0
79,56154,2908,B,1,1
30,28090,2097,A,1,1
51,32385,2856,C,1,1
42,85975,778,A,1,1
24,35296,2856,B,1,0
69,83124,3492,C,1,1
21,45139,3831,B,1,0
76,50046,5020,C,0,0
25,71407,2366,B,1,1
37,75438,2411,A,1,1
46,47784,-285,A,0,1
71,42235,1203,A,1,1
70,48882,1710,A,1,1
68,56759,3575,B,1,1
62,67826,1083,A,1,1
63,50085,3195,C,1,1
27,62378,1998,A,0,1
60,82767,1734,A,0,1
51,57626,2373,C,1,0
74,56233,1413,A,1,1
43,19622,1356,B,1,0
58,-2615,-557,B,1,1
66,57768,1628,A,0,1
75,48104,1280,B,1,1
20,39704,1226,A,0,0
73,54871,2625,B,0,1
23,48792,2988,B,1,0
22,72556,2348,A,0,1
22,51722,3493,B,1,1
71,35062,2863,A,0,1
64,69803,1557,B,0,1
40,45657,1306,C,1,0
66,60531,2469,C,1,0
26,40452,2861,B,0,0
52,37003,4097,A,1,1
37,51683,3787,C,1,1
75,50257,1188,A,1,1
66,59597,1847,B,0,0
78,44627,3007,A,1,1
76,13273,3602,C,1,1
59,41345,3408,B,0,0
52,65876,1904,B,0,1
67,44052,119,A,1,1
35,45072,502,B,0,1
79,69728,2409,B,0,1
34,35761,2513,B,0,0
41,19144,352,A,1,1
20,46787,2067,A,1,1
49,40317,2947,A,0,1
52,30675,273,A,1,1
55,46492,3657,A,1,1
30,59830,1434,A,0,1
73,49814,3886,A,1,1
78,56140,1200,A,1,1
64,86268,460,A,1,1
42,43142,1313,C,0,1
26,55567,1857,B,1,0
21,39816,1417,A,1,1
31,33073,1676,B,1,1
54,38302,2501,B,1,0
51,40425,1743,C,0,1
28,57190,1901,A,1,1
58,96982,-564,A,1,1
73,35679,2588,C,0,1
20,41667,1866,A,0,0
76,48738,4415,A,0,1
45,57916,591,A,1,1
46,55271,-712,A,1,1
26,75682,2927,C,1,0
20,1472,2520,A,0,1
42,2261,487,C,1,1
51,40082,-295,C,1,1
29,71946,4306,B,0,1
59,18687,4121,A,0,0
26,-10153,-1731,A,0,1
32,61424,1313,A,1,1
57,54873,4496,A,1,0
42,28196,1286,B,1,0
22,30289,1264,A,0,0
28,30605,1576,C,1,0
76,52211,319,B,1,1
51,37474,-557,B,1,1
41,59881,3579,C,0,0
77,-7093,-764,A,1,1
32,32863,2371,A,1,1
55,27479,3330,A,0,1
25,44873,-177,A,0,0
76,39239,614,B,1,1
22,65957,3820,A,1,1
65,12813,2799,A,1,1
43,50910,1074,C,0,1
35,61167,3803,A,1,1
23,87133,3810,B,0,0
54,40365,2404,A,1,1
77,56489,650,A,1,1
65,13923,1380,B,1,0
30,2161,2430,C,0,0
45,66895,1717,A,1,1
22,49889,3408,A,1,1
30,73570,-295,A,1,1
34,22532,-241,A,1,1
67,60398,2271,A,1,1
57,87376,1263,B,1,1
62,58394,1059,A,0,1
49,55532,-652,A,1,1
79,50171,2029,B,0,1
46,18582,1921,A,1,1
68,77111,2980,A,1,1
75,37783,2103,C,0,1
20,60090,1801,A,1,1
73,18739,3766,B,1,0
57,26411,31,A,1,0
51,78702,2805,A,1,1
57,43054,-507,A,1,1
44,79066,742,A,1,1
30,48435,181,A,0,1
62,13162,3173,A,0,1
50,67841,1902,C,1,1
23,38202,1980,B,1,0
41,63974,340,A,0,1
36,50504,1550,B,1,1
33,19138,855,C,0,1
57,53286,2575,B,1,1
45,93924,513,A,0,1
50,59860,3995,C,1,0
76,48850,-513,A,1,1
76,71507,790,A,1,1
65,54213,4516,B,1,0
58,54191,1347,C,1,1
30,28167,28,C,1,1
60,54677,2329,C,1,1
62,70709,1287,A,0,0
42,33279,746,C,1,1
70,78490,356,A,1,1
59,48166,6153,A,1,1
53,32245,1623,B,1,0
44,69953,-888,A,1,1
55,44264,4241,B,1,1
77,65190,2917,A,1,0
24,44165,850,C,0,0
22,48803,600,A,1,0
60,59871,3010,A,0,1
62,55818,1630,C,0,0
75,10089,-889,A,1,1
74,27575,4681,B,0,1
68,68588,1349,B,1,1
48,47357,4243,B,1,1
40,39525,3918,B,1,1
59,22829,498,A,0,1
27,28405,3550,C,0,0
49,9564,1023,A,1,1
60,47974,-800,A,0,1
70,38031,1363,A,1,1
47,30668,2596,B,1,0
56,48638,1306,B,1,1
48,57279,1539,C,1,1
35,91864,3715,B,0,1
53,19762,2160,B,1,0
19,73188,735,C,0,1
31,69462,3053,A,1,1
30,34418,2297,B,1,1
46,54065,-1782,B,0,1
29,40847,2643,A,0,1
56,53714,2588,C,1,1
19,80183,2030,A,1,1
49,62112,3338,B,0,0
30,60172,991,B,1,1
63,41394,2505,C,1,1
44,20319,-350,C,1,1
66,45831,2611,B,1,1
58,74132,4930,B,0,1
34,19457,508,A,1,1
57,28898,860,A,1,0
48,52525,935,C,1,1
51,30307,2195,C,1,0
77,34150,405,C,1,1
41,41528,2632,A,0,0
62,22688,3270,C,1,1
52,30518,2802,C,1,1
65,64069,-653,A,0,1
23,23853,3493,B,1,0
36,18043,3406,B,0,0
47,37400,3245,B,1,1
24,64639,2559,C,1,1
27,46062,2330,A,1,1
58,40708,3549,B,1,1
49,50887,4885,B,1,1
51,15086,570,A,1,1
45,59894,3617,C,1,1
77,57669,1871,B,0,1
32,41814,1805,A,0,0
47,70118,-305,A,1,1
54,27450,1573,A,1,0
46,72558,504,B,1,1
39,53090,1304,C,1,1
21,43269,353,A,1,1
37,49603,1327,A,0,0
49,47855,1391,A,1,1
53,74406,2145,B,1,1
67,28466,-422,C,1,1
21,34750,-168,B,1,1
44,70726,2543,B,1,1
34,38089,804,B,1,1
29,68011,3612,A,1,0
39,83989,2338,B,1,1
34,41964,2910,B,1,1
27,63627,4116,B,0,0
71,26926,1535,C,0,1
18,65095,1138,B,0,1
39,53988,3308,B,1,0
43,59461,2764,C,0,1
73,37089,1719,C,1,1
76,16778,4087,B,1,1
35,60065,1682,A,1,1
67,8732,2049,A,0,0
31,43653,2032,B,0,1
64,68824,598,A,0,0
46,53838,2116,A,1,1
29,88967,4095,A,1,1
53,70502,2667,B,1,1
76,36922,2047,B,1,0
52,50546,1757,A,1,1
69,49053,2496,A,0,1
78,18356,3125,B,1,0
29,31192,2914,A,1,1
24,38785,1502,A,1,1
46,9276,2487,B,0,0
28,50950,2720,B,1,0
50,45019,489,A,0,0
23,16542,2252,B,1,0
64,58084,-1242,A,1,0
32,64317,2724,B,1,1
49,54541,2991,A,1,1
68,43519,3121,A,0,1
28,61829,1407,B,1,1
75,63604,2464,B,0,1
40,56148,4136,A,1,1
43,33508,4121,A,1,0
51,55532,1956,C,1,0
63,73910,2209,B,1,1
51,38067,3666,A,1,1
46,91959,-251,B,1,1
21,39487,1515,A,0,1
34,50648,4003,B,1,0
52,36550,3463,A,1,0
30,54465,2554,A,1,1
58,15156,-259,A,1,1
56,39079,1925,A,1,1
32,28158,1115,A,1,1
72,52707,2497,A,0,1
46,69889,786,A,1,1
46,62920,461,A,1,1
28,2567,-1097,B,1,1
69,90841,3833,A,0,1
49,55906,1400,B,1,1
19,34470,2236,A,0,1
64,53143,1997,A,1,1
31,53524,399,B,0,1
37,36663,111,C,1,1
39,53958,492,A,0,1
28,37851,915,A,0,1
44,41913,2550,B,1,1
20,36274,806,C,0,1
34,21347,4620,C,0,0
79,52917,3541,A,0,1
61,61706,3213,A,1,1
73,60298,1821,B,1,1
45,66399,4271,B,0,0
46,56487,1673,B,1,1
38,39345,1953,C,0,1
64,66793,2255,B,1,1
33,22850,3053,A,1,1
54,31987,2955,A,1,0
76,30716,1287,B,1,1
37,71601,1201,A,0,1
23,68856,2960,A,0,0
36,59746,3073,A,1,1
74,71439,1410,A,0,1
22,32414,-381,A,0,0
20,56972,1689,C,0,0
76,47497,2935,A,1,1
18,66938,4708,B,1,1
75,47696,203,A,0,1
77,42301,1360,A,0,1
55,60818,1416,C,1,1
32,67523,4034,C,0,1
51,36633,1948,A,1,1
78,48778,639,B,0,1
52,28831,2838,A,1,1
66,39,1393,C,1,0
42,54009,163,A,0,1
41,62178,661,A,1,1
29,55241,4601,B,1,1
35,11009,2576,C,1,0
32,42983,2162,A,1,1
61,5633,1625,B,0,1
33,77394,2438,A,0,1
44,28279,2420,C,0,1
25,75108,2438,A,0,0
77,68917,2172,C,1,1
63,31988,3303,A,1,1
42,27344,2035,A,1,0
34,57007,533,C,1,1
46,33114,1081,C,1,1
70,52050,-969,B,1,1
25,40343,5040,A,0,0
32,14377,3294,B,1,1
44,5391,755,B,1,1
63,54534,1577,B,0,1
67,38769,1045,B,0,1
69,38938,4314,A,1,0
24,63917,-130,B,1,1
20,73469,2172,B,0,0
46,44549,1837,A,1,1
61,43188,3240,B,1,0
70,60003,1844,B,1,1
41,22861,-637,B,0,1
77,54463,1623,A,0,1
75,61038,542,B,1,1
20,63605,2119,A,1,1
37,11265,4151,B,1,1
63,34773,-609,B,0,1
32,32435,800,B,1,1
42,51998,1171,A,0,0
47,59615,1428,B,1,1
31,79934,3110,C,1,1
24,40101,1740,A,1,0
34,40049,2624,C,0,1
79,72993,1061,B,0,1
61,55932,2345,B,1,1
37,75353,3167,A,1,1
53,55775,902,A,1,1
26,26858,3172,C,1,0
55,23337,2079,A,1,1
65,18970,3568,A,1,1
74,63241,1698,B,1,1
77,73772,2572,A,0,0
39,86987,1939,B,1,1
71,66862,1856,B,0,1
70,73257,2388,C,1,1
70,38400,2805,B,0,1
19,26872,126,A,1,0
41,67002,4150,A,1,0
25,58354,-789,B,1,1
28,52149,973,A,1,1
30,57747,1859,C,0,1
34,56464,2619,B,1,1
25,75676,4364,A,0,0
38,75900,-787,C,0,1
35,60884,1238,A,0,1
47,66916,-1190,A,0,1
35,60281,2047,B,1,1
63,40777,2408,C,1,1
64,65131,4386,B,1,1
48,22110,2181,A,0,0
55,71078,3566,A,0,1
49,26110,2876,A,0,0
28,55716,1347,A,0,1
62,33097,-113,A,0,1
42,61068,2413,B,0,1
50,49321,-238,C,1,1
77,18105,3943,A,1,1
55,58414,1757,A,1,1
58,38442,3793,C,0,1
25,67623,1280,B,1,0
28,50027,2403,C,1,1
39,57908,2314,A,0,1
68,30849,1932,A,0,1
41,38213,1351,B,0,1
58,40827,2589,B,0,1
34,67134,611,A,1,1
29,83548,186,B,0,1
74,33897,3864,A,1,0
63,71537,3091,A,0,1
49,6606,2099,B,1,0
32,26116,4498,A,0,0
33,30824,1598,B,1,1
71,22950,3984,A,0,0
39,18328,2263,A,0,1
45,58260,463,A,1,1
37,45719,4772,A,1,0
50,57588,3486,A,0,1
27,63809,1818,B,1,0
57,55312,3091,C,1,0
49,63155,1394,A,1,1
67,48609,3244,A,1,1
77,26260,-1587,C,1,1
50,71156,470,A,0,1
19,38218,3469,A,0,0
50,31288,1626,A,0,1
50,46442,2311,B,1,1
58,31744,-20,A,1,1
30,41651,4772,B,1,0
47,56881,3786,A,1,0
50,56967,1699,A,1,1
30,32043,1393,A,1,1
69,40246,3544,B,1,1
43,71487,4974,B,1,1
39,59928,3431,A,0,0
56,91501,5258,A,1,1
19,73603,616,B,1,1
55,72886,771,C,1,1
56,22243,217,A,1,1
43,65277,2663,B,1,1
63,48938,2263,A,1,1
75,38980,1772,A,1,1
67,53360,3214,A,0,1
32,68904,3848,B,0,1
51,60017,-288,A,1,1
59,32431,1105,C,1,1
72,64849,3230,B,1,1
61,37248,1298,C,1,1
66,54334,803,A,1,1
57,43933,3528,A,0,0
28,45623,66,C,1,1
78,65325,1548,B,1,1
20,29196,2493,C,1,1
76,88904,1139,A,1,1
23,13578,3175,A,1,0
26,38047,1147,B,1,1
23,57404,4113,A,0,0
26,61686,1811,B,0,1
56,47990,3007,A,0,0
48,48852,3119,A,0,0
49,58211,1059,A,0,1
58,45379,-1080,A,0,1
67,77864,2541,A,1,1
29,66787,2108,B,1,1
25,67456,2834,A,1,0
25,30677,1660,A,1,1
67,48412,1354,C,1,1
45,43991,5013,A,1,0
79,29888,-209,A,1,1
37,57203,3101,B,0,1
79,39247,1138,C,1,1
64,63108,1496,A,1,1
76,28596,1524,A,1,0
24,84381,795,B,0,1
28,32073,2857,A,1,0
37,54386,4086,B,0,0
33,65837,2705,C,0,1
21,38587,2155,C,1,0
23,67049,520,A,1,1
75,25416,2775,A,1,1
39,79042,5235,C,1,1
43,50283,1429,A,1,1
20,38072,1436,A,1,1
58,44016,1158,B,0,1
77,66178,1266,A,0,1
59,38311,-2118,A,1,1
31,35013,2608,C,1,1
28,45569,732,A,0,0
35,26461,-415,A,0,0
71,86411,3130,A,1,1
29,38672,377,B,1,1
40,66632,1492,A,1,1
29,54189,4200,A,1,1
30,30309,-114,B,0,1
42,49881,-299,C,1,1
62,65680,2404,A,1,1
68,46235,3724,C,0,0
75,73862,-362,A,1,1
36,70430,2612,B,1,1
72,68378,2871,A,1,1
63,40807,-1089,A,0,1
53,28403,3198,B,1,0
62,37728,3315,A,1,0
25,53925,1532,A,1,1
46,60916,3879,A,0,1
72,6569,3705,B,1,1
70,49838,2155,A,1,1
72,53162,1323,A,0,1
49,44449,541,A,0,1
68,75825,1944,A,1,1
61,58436,2855,A,0,0
35,76204,1514,A,1,1
23,45681,-1296,A,0,1
35,68750,3903,A,0,1
36,82701,2285,B,1,1
39,76234,1431,B,0,1
54,28157,3286,C,1,0
49,44926,4287,A,1,0
73,43097,-2203,C,1,1
58,59785,2651,A,1,1
76,63727,-140,C,1,1
20,33222,2749,A,0,0
45,51357,2192,A,1,1
27,9601,2954,A,0,1
68,78839,1251,A,1,1
52,39753,-810,C,1,1
78,51117,1324,B,1,1
46,43807,2610,C,0,1
71,72921,3523,B,0,1
32,-6750,242,A,1,0
50,49668,3541,A,0,0
24,47884,1028,C,1,0
29,40927,2544,B,1,0
66,84525,1235,B,0,1
47,32253,2273,A,0,1
38,65436,3338,B,1,1
48,57125,159,C,1,1
75,75230,980,A,0,1
78,36656,2277,A,0,0
41,35341,5602,A,0,0
37,71921,705,B,0,1
54,58506,5060,A,1,1
21,19101,5007,A,1,0
45,39214,1854,A,1,1
61,57728,1553,B,1,1
79,66755,962,A,0,0
37,36415,1898,A,1,1
77,-8285,-110,C,1,1
41,60464,1886,C,1,1
67,25594,4245,A,1,0
66,9653,1083,B,1,0
68,-6647,1639,B,1,1
49,66280,-552,A,0,0
58,52572,2561,A,1,1
53,45487,2397,A,1,1
75,77780,2096,A,1,1
70,62746,1675,A,1,1
51,82326,1561,C,1,1
53,22145,2753,A,1,0
19,49309,1957,B,1,0
32,17666,2472,A,1,1
51,45412,2322,B,1,1
53,45028,3685,A,1,1
23,62532,3015,B,0,1
56,50911,2289,B,1,1
59,62468,4278,B,1,1
68,64069,2630,A,1,1
68,93099,3957,B,0,1
75,43694,2910,C,1,1
71,31180,-763,B,0,1
78,54922,3957,A,1,1
29,33954,2203,B,0,1
20,79639,1922,A,1,1
62,44336,2422,C,0,1
35,38688,1483,B,0,0
57,40574,2341,A,1,0
38,64368,1112,A,0,1
32,46845,3911,A,1,0
50,37167,1830,C,1,1
52,83307,1426,A,1,1
43,32877,613,A,0,1
25,50711,2403,C,1,1
53,63046,2281,A,0,1
65,17373,2583,A,1,1
47,59605,459,B,1,1
40,28898,-402,A,0,0
59,66456,2938,A,1,1
61,30747,4227,A,0,1
31,63855,460,B,1,1
31,72117,4384,C,1,0
19,67229,2426,A,1,0
72,55026,1989,A,1,1
54,45374,1404,A,1,1
22,38472,-77,C,1,1
55,79421,3482,A,1,1
62,36010,837,C,1,1
58,29259,830,A,1,1
79,63307,3488,C,1,1
71,34077,-824,B,0,1
77,30999,-285,B,0,1
78,21128,1973,A,0,0
64,40342,2440,B,1,1
31,48346,2727,A,0,1
73,54862,1547,A,1,1
56,69026,5796,A,1,0
42,60538,1658,C,1,1
37,46183,1654,B,1,1
19,46036,805,B,0,1
56,60203,2186,B,1,1
23,75451,2922,A,1,0
34,52526,3805,C,1,1
76,40617,-234,B,1,1
42,30143,1631,B,0,0
74,21096,2670,A,1,1
45,63325,2881,C,0,0
19,61560,2010,C,1,1
52,61547,2814,B,0,1
54,47427,787,A,1,1
22,78139,4337,B,0,0
18,40318,3489,B,1,1
57,69105,-17,A,0,1
29,49225,387,A,1,0
73,37833,430,A,1,1
53,61851,3017,B,0,1
62,58193,73,A,0,1
40,57139,1503,A,1,1
64,51626,2682,B,0,1
48,49242,1901,B,1,1
28,97767,2388,A,1,1
27,73685,401,A,0,1
20,64457,2892,C,0,0
71,52236,1080,B,1,1
31,70143,1513,A,0,1
33,60360,2357,C,0,1
27,50524,2155,A,0,1
46,43929,2036,C,0,1
27,48382,874,A,0,1
29,-13409,1551,A,1,1
47,54212,2003,A,1,1
58,40230,-63,A,1,1
18,81853,1306,B,0,1
22,50387,2582,B,0,1
37,26221,84,C,1,1
25,49002,3735,A,1,1
60,29078,3904,A,0,0
29,59468,132,A,1,0
18,55819,4036,A,1,0
74,69157,1785,B,1,1
71,34182,2628,A,0,0
37,50680,1255,B,1,0
45,22700,3385,B,1,1
74,64030,2609,A,1,1
60,60377,779,B,1,0
54,59916,252,A,0,1
64,50032,-190,A,1,1
54,58295,2282,B,1,0
29,82087,2859,A,1,1
54,44298,2976,A,1,1
66,52773,1823,B,1,1
66,28277,265,A,0,1
73,32635,977,B,0,1
61,51956,3729,A,1,1
73,72079,1273,A,0,1
45,44874,2215,C,0,0
64,45282,387,B,1,1
32,41862,2505,A,1,0
23,39305,1313,A,0,1
61,55899,3570,C,1,1
76,20055,3160,A,0,1
78,75619,1256,B,0,1
37,36692,1810,B,0,0
67,64438,1173,B,0,1
31,24600,-129,B,1,0
19,63377,714,B,1,1
26,63439,2297,B,1,1
54,57684,2488,C,0,1
37,30111,2223,B,1,0
43,54991,1547,A,0,1
46,26339,3400,A,0,0
18,44945,2095,B,1,0
72,70588,3055,C,1,1
52,65934,-661,A,0,1
23,50304,-3884,A,0,1
54,30504,2426,C,1,0
70,62912,-137,B,1,1
76,50388,1681,A,1,1
22,3594,1547,B,1,1
50,65653,4381,C,1,0
66,49515,2600,C,0,0
68,74049,2249,B,1,0
31,28095,3255,A,0,0
29,-13534,2553,C,0,0
59,55582,1313,B,1,1
37,55831,3607,C,1,0
70,16187,335,A,0,0
67,30430,2485,A,1,1
41,105104,-321,A,1,1
76,43888,2306,A,0,0
60,64619,2289,B,0,1
79,36987,4515,C,0,1
51,8194,-347,B,0,0
42,46595,1099,C,1,0
67,44688,3234,A,1,1
46,42002,2503,B,1,1
74,47707,2270,C,0,1
56,55285,566,B,0,0
48,46998,1114,B,0,0
73,24720,3868,B,0,0
64,59724,1923,B,0,1
60,11013,2563,A,1,1
67,8993,1827,C,0,0
40,64784,225,C,1,1
61,60140,3401,A,1,1
55,48852,2755,B,1,1
37,22091,5458,B,0,0
40,35842,477,B,1,0
79,44745,3234,B,1,1
62,18082,33,C,0,1
69,35219,2236,A,1,1
33,63047,3465,A,1,0
67,78546,-1108,C,1,1
59,41611,1693,B,0,1
77,65130,1155,C,1,1
72,11719,947,A,1,1
25,63189,2578,A,1,1
67,33921,3681,C,1,0
38,56147,1800,A,1,1
18,45045,2308,C,0,0
72,76408,2171,C,1,1
25,32511,2003,B,1,1
46,62552,366,A,0,1
49,44410,3663,B,0,1
55,46834,2443,C,1,1
22,46323,2592,A,1,0
64,33087,790,A,0,1
39,49718,1311,A,0,1
64,48747,1736,A,1,1
51,54825,-301,C,1,1
18,51690,-532,C,0,1
72,65960,1099,C,1,1
72,68470,2784,B,0,0
43,28988,1020,B,0,1
60,67375,472,A,1,1
27,26273,778,B,0,1
47,61757,1317,B,1,1
67,62395,1469,C,0,1
35,11774,5248,C,1,0
34,51860,3582,C,0,0
43,40630,3537,C,0,0
25,34825,3753,C,1,0
64,77017,502,A,1,1
57,36926,166,C,1,1
66,33872,340,B,1,1
29,51514,4002,A,1,1
44,63712,1179,A,1,1
25,47167,123,B,1,0
42,73327,1354,A,1,1
63,60620,1642,A,1,1
21,6436,2403,B,1,1
50,39411,2376,C,0,0
18,38763,758,C,1,1
36,59587,3028,A,0,0
48,-2496,1041,A,0,1
33,100980,1766,A,1,1
31,60621,3030,A,1,0
70,52978,1037,A,1,1
65,73631,1146,C,1,1
22,96873,2888,B,0,1
58,67415,713,A,1,1
43,68976,1423,A,1,1
79,52614,2834,B,0,1
45,47169,5081,B,0,0
19,40484,2908,A,1,1
67,33478,2709,C,1,1
23,36260,2796,A,1,0
26,22989,390,A,1,1
50,48483,2173,A,1,1
58,16307,1955,B,0,1
42,53818,2482,A,1,1
65,49273,2175,A,0,1
30,52939,2570,A,0,1
26,39557,1533,B,1,1
70,111537,2088,A,1,1
30,77202,158,A,1,1
48,25109,1520,A,1,1
58,54657,4086,A,0,1
28,37840,2478,B,0,0
21,29710,1969,A,0,1
51,23199,4844,A,1,0
78,58644,-41,B,1,0
55,36372,336,A,1,1
63,69357,4569,A,0,1
21,69876,2069,A,1,1
55,77478,1636,C,1,0
36,32952,201,B,1,1
23,59507,2672,C,1,0
51,62649,2817,C,1,1
35,40516,358,C,0,0
30,34565,1790,B,0,0
58,82190,1497,B,0,1
40,54550,2384,A,0,1
36,62719,321,A,0,1
62,33558,3878,B,0,1
28,25614,3374,C,0,0
18,38611,1455,A,1,1
41,47520,1675,B,1,1
79,28716,1795,A,1,1
71,49803,833,A,0,1
24,16230,1335,A,0,1
42,27599,1595,B,0,0
38,63418,4419,A,1,1
32,62076,3420,B,1,1
18,42162,3402,C,0,0
29,29645,2555,C,1,1
75,29452,324,A,0,1
24,42535,1938,C,1,1
32,62890,3456,A,0,1
38,68565,113,A,0,1
36,40069,2955,B,1,1
77,26930,5484,A,1,1
46,55357,3593,A,1,0
42,33529,4121,A,1,1
50,39635,2328,B,0,0
66,76506,3452,A,1,1
49,66542,923,B,1,1
66,53159,3194,B,1,0
52,24562,2982,B,1,1
61,54228,2435,C,1,1
55,71253,3974,A,1,1
43,42487,1192,A,1,1
28,77022,1719,A,1,1
52,75855,2143,A,1,1
25,83275,456,B,1,1
63,56105,2340,A,1,1
31,61748,-578,A,0,1
27,78284,3570,B,0,1
19,58948,2070,B,1,1
63,39975,1219,B,0,0
26,41029,748,C,1,1
20,54771,1648,B,1,1
38,24189,3032,B,1,0
43,47135,2822,A,1,1
25,71931,942,C,1,1
65,6175,731,B,1,0
19,80690,2985,A,0,0
23,72447,916,A,1,1
45,40805,2090,B,1,1
70,60868,2186,C,0,1
46,50063,2468,A,1,0
43,74600,3287,A,1,0
42,69654,106,C,1,1
29,21999,-867,C,0,1
22,61745,1149,A,1,0
51,45887,4702,A,0,1
65,51657,5033,B,1,1
54,35437,4747,A,1,1
32,84963,1711,C,1,1
61,70801,-673,A,1,1
53,35205,-1515,A,0,0
32,23308,1079,A,0,1
60,42287,1703,A,0,1
65,58690,3951,A,1,1
40,54804,3302,A,1,0
23,75063,2341,B,0,1
63,65798,665,A,0,1
67,69391,559,C,1,1
61,56537,2381,A,1,1
76,22214,3046,B,0,1
60,46086,2588,A,0,0
62,71202,448,A,0,1
38,48970,2976,B,0,0
40,60062,2639,B,0,1
60,43625,394,B,0,1
72,29404,824,B,1,1
33,47533,3033,B,1,1
64,56181,1648,A,0,0
70,36886,4384,C,1,1
77,45286,2752,B,1,1
32,31211,1270,C,1,1
42,72385,1985,C,0,0
53,44111,2095,A,1,1
28,79055,907,A,1,1
68,80575,631,B,0,1
32,48379,3052,B,1,1
21,29831,3268,B,1,1
38,8282,2906,B,1,0
30,20559,4273,A,0,0
39,22523,1187,A,0,1
36,77569,4511,A,1,1
51,52316,649,B,0,1
31,57792,481,B,1,1
78,5592,-640,A,0,1
21,26041,1331,B,1,1
65,67742,1244,A,1,1
70,55735,2789,A,0,1
69,47056,2366,B,1,1
63,61297,211,A,1,1
44,82716,1411,B,0,1
46,45579,1443,C,0,1
64,51387,-664,C,0,1
45,53852,529,A,0,1
52,97842,844,A,1,1
25,8013,4150,B,1,0
33,63664,2287,B,0,0
59,47704,2993,B,0,1
53,61335,-248,A,0,1
47,36853,3791,A,1,1
35,49021,3952,B,0,0
19,64228,-998,B,1,1
66,112258,942,A,0,1
30,66161,2744,A,1,0
21,33039,2967,B,0,1
43,41525,982,A,1,0
42,40932,1542,A,1,1
47,14087,1104,A,1,0
28,43398,2166,A,1,1
24,64657,3796,B,1,0
48,24515,843,A,1,1
61,70970,3501,A,1,1
27,59755,827,A,1,1
56,35315,729,A,1,0
30,47169,3228,B,1,0
48,81966,3383,A,0,1
24,64671,3277,B,1,0
73,50176,26,A,1,1
66,45246,1301,A,0,1
59,51532,3234,A,1,1
78,39765,2062,A,0,0
59,7905,389,B,1,1
73,90844,2687,A,1,1
53,53106,928,C,0,1
37,57963,4692,A,1,1
21,48842,4317,A,0,0
71,35298,2906,A,0,1
24,46282,4042,B,0,0
71,18012,2097,A,1,1
18,95542,3148,A,1,1
61,25310,4217,A,0,1
73,29361,2368,A,1,0
62,41195,1617,C,0,1
59,75762,-557,B,1,1
64,50290,1875,B,0,1
76,25277,3235,B,0,1
30,75087,3418,B,0,1
72,64620,2757,A,1,1
39,60769,1188,B,1,0
71,64315,-965,A,1,1
38,97887,1257,A,0,1
39,93702,1543,B,1,1
45,36266,1531,B,1,1
26,82478,2928,B,0,0
43,57663,4979,B,0,1
26,59982,2185,A,0,1
32,16155,1675,A,1,1
27,46592,1611,A,1,1
41,33744,2187,B,1,1
75,66561,758,C,0,1
